name,animaltype,breed,colour,sex,suburb,AgeYears
RUBY ,DOG ,SAINT BERNARD ,TRI COLOR ,F,BERRINGA,
FLOYD ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,BERRINGA,
SMOKEY ,CAT ,DOMESTIC LONG HAIR ,GREY ,M,BERRINGA,
TINY ,DOG ,MINIATURE FOX TERRIER ,BLACK & WHITE ,F,BERRINGA,
JADE ,DOG ,SHIH TZU ,TRI ,F,BERRINGA,
PEANUTS ,DOG ,PUG ,FAWN & BLACK ,M,BERRINGA,
CLOIE ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,F,BERRINGA,
MIA ,DOG ,SWISS SHEPHERD ,BLACK & WHITE ,F,BERRINGA,
BELLA ,DOG ,PUG ,BLACK/TAN ,F,BERRINGA,
SHEP ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,M,BERRINGA,
TED ,DOG ,BLUE HEELER ,BLUE ,M,ROSS CREEK,
FIY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,ROSS CREEK,
SUGAR ,DOG ,MAREMMA ,WHITE ,F,BERRINGA,
HOWEY ,DOG ,MAREMMA ,WHITE ,F,BERRINGA,
TRIPOD ,DOG ,MAREMMA ,WHITE ,M,BERRINGA,
SHORTY ,DOG ,MAREMMA ,WHITE ,M,BERRINGA,
SAPPIRE ,DOG ,MAREMMA ,WHITE ,F,BERRINGA,
TAZZIE ,DOG ,GERMAN SHORTHAIRED POINTER ,BLUE/GREY ,F,BERRINGA,
THOR ,DOG ,LABRADOR X ,BLACK CREAM ,M,BERRINGA,
MERLOT ,DOG ,BERNESE MOUNTAIN DOG ,BLACK WHITE TAN ,M,BERRINGA,
GRACIE ,DOG ,TIBETAN MASTIFF ,GREY TAN ,F,BERRINGA,
OZ ,DOG ,BERNESE MOUNTAIN DOG ,TRI COLOUR ,M,BERRINGA,
TANSY ,DOG ,BERNESE MOUNTAIN DOG ,TRI ,F,BERRINGA,
PIPPIN ,CAT ,DOMESTIC SHORT HAIR ,BLACK & WHITE ,F,BERRINGA,
RUBY ,DOG ,PUG ,BROWN ,F,BERRINGA,
ARCHIE ,DOG ,PUG ,BROWN ,M,BERRINGA,
PIP ,DOG ,KELPIE ,TAN/BLACK ,F,BERRINGA,
DARCY ,DOG ,BORDER COLLIE X ,BLACK & WHITE ,F,PIGGOREET,
MILLY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,PIGGOREET,
MURPHY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,CAPE CLEAR,
WINSTON ,DOG ,ROTTWEILER X ,TAN ,M,BERRINGA,
TOOT TOOT ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,F,BERRINGA,
SAFFIE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,BERRINGA,
JETT ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,BERRINGA,
BLUE ,DOG ,KELPIE ,BROWN ,M,BERRINGA,
MILLIE ,DOG ,HUNTERWAY ,BLACK & TAN ,F,BERRINGA,
LOLLEE ,DOG ,MINIATURE FOX TERRIER ,RICOLOUR ,F,BERRINGA,
CHARLIE ,DOG ,MINIATURE FOX TERRIER ,TRI ,F,BERRINGA,
DIM SIM ,CAT ,CAT ,GREY ,F,BERRINGA,
T2 ,CAT ,DOMESTIC SHORT HAIR ,GINGER/WHITE ,F,BERRINGA,
SLICKA ,DOG ,FOX TERRIER ,BLACK & WHITE ,M,BERRINGA,
SIMBA ,DOG ,POMERANIAN ,ORANGE ,M,BERRINGA,
TIGGER ,DOG ,POMERANIAN ,BLACK ,M,BERRINGA,
LEAH ,DOG ,KELPIE X ,BLACK/TAN ,F,BERRINGA,
TWIX ,DOG ,CROSS BREED DOG ,TAN ,M,BERRINGA,
KELLIE ,DOG ,COLLIE ,BLACK ,F,CAPE CLEAR,
JESSICA ,DOG ,COLLIE ,BLACK ,F,CAPE CLEAR,
SKIP ,DOG ,KELPIE ,RED & TAN ,M,BERRINGA,
D 4 ,DOG ,KELPIE X ,BLACK/WHITE ,M,BERRINGA,
JESSIE ,DOG ,KELPIE ,BROWN ,F,ILLABAROOK,
MOUSIE ,DOG ,YORKSHIRE TERRIER ,BLACK/ TAN ,F,CAPE CLEAR,
BAMBI ,DOG ,MALT./SHIH TZU X ,WHITE & GREY ,F,CAPE CLEAR,
MINTY ,DOG ,JAPANESE SPITZ ,WHITE ,F,CAPE CLEAR,
BO ,DOG ,LABRADOR ,YELLOW ,M,CAPE CLEAR,
BOBO ,DOG ,JACK RUSSELL X ,TAN/WHITE ,F,CAPE CLEAR,
CRUNCHIE ,CAT ,DOMESTIC LONG HAIR ,GINGER ,M,ILLABAROOK,
PATCH ,DOG ,BORDER COLLIE ,WHITE/BLACK ,M,ILLABAROOK,
RANGO ,CAT ,DOMESTIC LONG HAIR ,BALCK/TORTOISESHELL ,F,ILLABAROOK,
DIESEL ,DOG ,BLUE HEELER ,BLACK WHITE & GREY ,M,ILLABAROOK,
BONNY ,DOG ,STAFFORDSHIRE BULL TERRIER X ,TAN ,F,ILLABAROOK,
CLYDE ,DOG ,STAFFORDSHIRE BULL TERRIER X ,BRINDLE & WHITE ,M,ILLABAROOK,
PRINCESS ,DOG ,GOLDEN RETRIEVER ,CREAM ,F,CAPE CLEAR,
TIKA ,DOG ,LABRADOR X ,BLACK ,F,CAPE CLEAR,
EBONY ROSE ,DOG ,POMERANIAN ,RED ,F,CAPE CLEAR,
TIMIE ,DOG ,POMERANIAN ,ORANGE SABLE ,M,CAPE CLEAR,
CRYSTAL ,DOG ,COLLIE ,TRI COLOUR ,F,CAPE CLEAR,
LEVI ,DOG ,ITALIAN GREYHOUND ,FAWN ,M,CAPE CLEAR,
WHISKERS ,CAT ,CAT ,BLACK & WHITE ,F,CAPE CLEAR,
MILTILDA ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,CAPE CLEAR,
MITZY ,CAT ,DOMESTIC SHORT HAIR ,TORTOISE ,F,CAPE CLEAR,
WALLY ,CAT ,CROSS BREED CAT ,TABBY ,M,STAFFORDSHIRE REEF,
MINA ,CAT ,PERSIAN ,WHITE ,F,STAFFORDSHIRE REEF,
AMBA ,CAT ,ORIENTAL CAT ,GINGER ,F,STAFFORDSHIRE REEF,
PADDY ,DOG ,LABRADOR ,GOLD ,M,STAFFORDSHIRE REEF,
PUP ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,STAFFORDSHIRE REEF,
JACK ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,STAFFORDSHIRE REEF,
RONNIE ,DOG ,AUSTRALIAN SILKY TERRIER ,TAN ,M,STAFFORDSHIRE REEF,
STEVIE ,DOG ,KELPIE X ,BLACK & TAN ,F,BERRINGA,
RUBY ,DOG ,KELPIE X ,BLACK & TAN ,F,BERRINGA,
LULU ,DOG ,MAREMMA ,WHITE ,F,BERRINGA,
AKRIUM ,DOG ,MAREMMA ,WHITE ,M,BERRINGA,
KELLY ,DOG ,KELPIE ,BLACK/BROWN KELPIE ,F,BERRINGA,
MIRKO ,DOG ,MAREMMA ,WHITE ,M,BERRINGA,
EINSTEIN ,CAT ,DOMESTIC SHORT HAIR ,GREY AND WHITE ,M,BERRINGA,
MIFF ,DOG ,JACK RUSSELL TERRIER ,WHITE &TAN ,F,STAFFORDSHIRE REEF,
CAT ,CAT ,DOMESTIC SHORT HAIR ,TORTIE ,F,STAFFORDSHIRE REEF,
MITSY ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,STAFFORDSHIRE REEF,
BILLY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,STAFFORDSHIRE REEF,
AZZA ,DOG ,DOBERMAN ,BLACK & TAN ,F,STAFFORDSHIRE REEF,
AZZA ,DOG ,DOBERMAN ,BLACK & TAN ,F,STAFFORDSHIRE REEF,
BEAR ,DOG ,KELPIE X ,WHITE AND BLACK ,F,BERRINGA,
SASHA ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,F,BERRINGA,
CHADDY ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,M,BERRINGA,
BUDDY ,CAT ,MOGGIE ,WHITE/BLACK ,M,BERRINGA,
ROLY ,DOG ,KELPIE ,BLACK ,F,CAPE CLEAR,
BUD ,DOG ,BORDER COLLIE X ,BLACK ,M,CAPE CLEAR,
CLANCEY ,DOG ,KELPIE ,BLACK AND TAN ,M,ILLABAROOK,
TODD ,DOG ,KELPIE ,BLACK & TAN ,M,ILLABAROOK,
MOLLY ,DOG ,KELPIE ,RED/TAN ,F,ILLABAROOK,
LILY ,DOG ,KELPIE ,BLACK & TAN ,F,ILLABAROOK,
MAX ,DOG ,BORDER COLLIE X ,BLACK & WHITE ,M,ROKEWOOD JUNCTION,
JAKE ,DOG ,LABRADOR X ,BLACK & WHITE ,M,ROKEWOOD JUNCTION,
GERERAL ,DOG ,GERMAN SHEPHERD ,BLACK AND TAN ,M,ROKEWOOD JUNCTION,
SASHA ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,WERNETH,
DOGGY ,DOG ,KELPIE ,BLACK/TAN ,M,WERNETH,
BELLE ,DOG ,JACK RUSSELL TERRIER ,BLACK/WHITE ,F,WERNETH,
JACK ,DOG ,KELPIE ,RED ,M,WERNETH,
DINGO ,DOG ,KELPIE ,RED/BROWN ,M,WERNETH,
MISSY ,DOG ,BEAGLE ,TRI COLOR ,F,WERNETH,
BELLA ,DOG ,KELPIE ,BLACK/TAN ,F,WERNETH,
RAGGS ,CAT ,DOMESTIC SHORT HAIR ,TORTISESHELL/BLACK ,F,WERNETH,
MISSY ,DOG ,TERRIER CROSS ,BEIGE ,F,WERNETH,
LILY ,DOG ,RIDGEBACK MASTIF ,BEIGE & BLACK ,F,WERNETH,
MICK ,DOG ,KELPIE ,BLACK/TAN ,M,WERNETH,
RUFUS ,DOG ,KELPIE X ,BLACK & WHITE ,M,WERNETH,
RETT ,DOG ,KELPIE ,BLACK ,M,ILLABAROOK,
TOBY ,DOG ,COLLIE X ,BLACK/WHITE ,M,ILLABAROOK,
MAGGIE ,CAT ,CAT ,WHITE & BLACK ,F,ILLABAROOK,
SASHA ,DOG ,FOX TERRIER X ,WHITE/TAN ,F,CAPE CLEAR,
RUSSELL ,DOG ,POMERANIAN X ,WHITE ,M,ROSS CREEK,
ANGEL ,DOG ,MALT./SHIH TZU X ,MULTICOLOUR ,F,ROSS CREEK,
DATSUN ,DOG ,MALTESE TERRIER X ,BLACK/WHITE ,M,ROSS CREEK,
PETAL ,CAT ,DOMESTIC SHORT HAIR ,WHITE ,F,ROSS CREEK,
OSCAR ,DOG ,JACK RUSSELL TERRIER ,WHITE & TAN ,M,ROSS CREEK,
DEKOTA ,DOG ,BEAGLE ,TRI COLOUR ,F,ROSS CREEK,
ROCKY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,ROSS CREEK,
MILLIE ,DOG ,LABRADOR X ,GOLD ,F,ROSS CREEK,
CASSIE ,DOG ,LABRADOR X ,GOLD ,F,ROSS CREEK,
FREYA ,DOG ,SIBERIAN HUSKY ,BLACK & WHITE ,F,ROSS CREEK,
WIZARD ,DOG ,SIBERIAN HUSKY ,BLACK & WHITE ,M,ROSS CREEK,
ALOURA ,DOG ,SIBERIAN HUSKY ,BLACK AND WHITE ,F,ROSS CREEK,
FROST ,DOG ,SIBERIAN HUSKY ,GREY AND WHITE ,M,ROSS CREEK,
DAISY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,ROSS CREEK,
BILL ,DOG ,BLUE HEELER ,BLUE ,M,ROSS CREEK,
SALTON ,DOG ,GERMAN SHEPHERD ,SABLE ,M,ROSS CREEK,
KAI ,DOG ,GERMAN SHEPHERD ,SABLE ,M,ROSS CREEK,
BINDI ,DOG ,GERMAN SHEPHERD ,SABLE ,F,ROSS CREEK,
BJ ,DOG ,GERMAN SHEPHERD ,BALCK/TAN ,M,ROSS CREEK,
BOSCO ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,M,ROSS CREEK,
MISSY ,DOG ,MAREMMA ,BLACK AND TAN ,F,ROSS CREEK,
CHARLIE ,DOG ,COCKER SPANIEL ,GOLDEN ,M,ROSS CREEK,
BILLY ,DOG ,COCKER SPANIEL ,BLUE/ROANWHITE ,M,ROSS CREEK,
REGGIE ,DOG ,HUNGARIAN VIZLA ,ORANGE ,F,ROSS CREEK,
ALBY ,DOG ,GERMAN SHORTHAIRED POINTER ,LIVER/WHITE ,M,ROSS CREEK,
ROSE ,CAT ,DOMESTIC SHORT HAIR ,TABBY/WHITE ,F,ROSS CREEK,
FLASH ,CAT ,DOMESTIC SHORT HAIR ,TABBY/WHITE ,M,ROSS CREEK,
OZZY ,DOG ,BLUE HEELER ,BLUE ,M,ROSS CREEK,
RUFFY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,ROSS CREEK,
TIP ,DOG ,KELPIE ,BROWN ,M,ROSS CREEK,
ODIN ,DOG ,STAFFORDSHIRE BULL TERRIER ,TAN AND WHITE ,M,ROSS CREEK,
LEO ,CAT ,DOMESTIC SHORT HAIR ,GREY & WHITE ,M,ROSS CREEK,
BOB ,DOG ,LABRADOR X ,BLACK WITH WHITE CHEST ,M,ROSS CREEK,
LULU ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,F,ROSS CREEK,
MOLLY ,CAT ,CAT ,BLACK & GREY ,F,ROSS CREEK,
ROXY ,DOG ,BOXER X ,BRINDLE ,F,ROSS CREEK,
SASHA ,DOG ,BOXER X ,BRINDLE ,F,ROSS CREEK,
MAX ,DOG ,BLUE HEELER ,BLUE WHITE & TAN ,M,ROSS CREEK,
KENYA ,DOG ,KELPIE ,TAN ,F,ROSS CREEK,
JILL ,DOG ,STAGHOUND ,BLACK AND WHITE ,F,ROSS CREEK,
LISTER ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,ROSS CREEK,
ROSIE ,DOG ,GERMAN SHEPHERD X ,BLACK/TAN ,F,ROSS CREEK,
SUNNY ,CAT ,DOMESTIC SHORT HAIR ,TOROISELL ,F,ROSS CREEK,
MAX ,DOG ,GERMAN SHEPHERD ,BLACK & TAN ,M,ROSS CREEK,
MILLIE ,DOG ,GERMAN SHEPHERD ,BLACK & TAN ,F,ROSS CREEK,
LILLY ,DOG ,LABRADOR ,GOLDEN ,F,ROSS CREEK,
INDY ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,F,ROSS CREEK,
ZENA ,DOG ,COCKER SPANIEL ,BLACK ,F,ROSS CREEK,
COOPER ,DOG ,MAREMMA ,WHITE ,M,ROSS CREEK,
TAK ,DOG ,JACK RUSSELL TERRIER ,BLACK & WHITE ,M,ROSS CREEK,
TARZAN ,DOG ,STAGHOUND X ,GREY ,M,ROSS CREEK,
JACK ,DOG ,GERMAN SHORTHAIRED POINTER ,BLACK ,M,ROSS CREEK,
TIKKA ,DOG ,JACK RUSSELL X ,BROWN ,F,ROSS CREEK,
PENNY ,DOG ,LABRADOR ,BLACK ,F,ROSS CREEK,
KIPPA ,DOG ,LABRADOR ,GOLD ,M,ROSS CREEK,
MILO ,DOG ,LABRADOR X ,BLACK ,F,ROSS CREEK,
MISTIE ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,ROSS CREEK,
JED ,CAT ,DOMESTIC LONG HAIR ,BLACK AND WHITE ,M,ROSS CREEK,
MATILDA ,CAT ,RAG DOLL CAT ,SILVER/CHOC POINTS ,F,ROSS CREEK,
DAISY ,DOG ,CHIHUAHUA ,BLACK & WHITE ,F,ROSS CREEK,
KIP ,DOG ,CHIHUAHUA ,TAN & WHITE ,M,ROSS CREEK,
TRINITY ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,F,ROSS CREEK,
PUSS ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,ROSS CREEK,
JENNI ,DOG ,CORGI ,RED & WHITE ,F,ROSS CREEK,
SMOKEY ,CAT ,TABBY ,GREY ,F,ROSS CREEK,
BONO ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,ROSS CREEK,
KEIRA ,DOG ,BORDER COLLIE ,TRI ,F,ROSS CREEK,
SOCKS ,DOG ,LABRADOR ,BLACK AND WHITE ,M,ROSS CREEK,
ALY ,DOG ,LABRADOR ,BLACK ,F,ROSS CREEK,
MONA ,DOG ,TERRIER ,BROWN/WHITE ,F,ROSS CREEK,
MOLLY ,DOG ,LABRADOR X ,BLACK ,F,ROSS CREEK,
HOUND ,DOG ,FOXHOUND ,TRI COLOUR ,M,ROSS CREEK,
MAX ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,ROSS CREEK,
HARRY ,DOG ,CROSS BREED DOG ,TRI ,M,ROSS CREEK,
IZZY ,DOG ,RHODESIAN RIDGEBACK ,LIGHT BROWN ,F,ROSS CREEK,
BILLY ,DOG ,KELPIE ,BLACK ,M,ROSS CREEK,
LEXI ,DOG ,BORDER COLLIE X ,BLACK/WHITE ,F,ROSS CREEK,
WILLIAM ,DOG ,GREYHOUND ,BONE AND WHITE ,M,ROSS CREEK,
ABBEY ,DOG ,LABRADOR ,BLACK ,F,ROSS CREEK,
SARAH ,DOG ,STAFFORDSHIRE BULL TERRIER X ,WHITE & BLACK ,F,ROSS CREEK,
JEWEL ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,F,ROSS CREEK,
NISHY ,DOG ,TERRIER ,HONEY ,M,ROSS CREEK,
KOBE ,DOG ,CHIHUAHUA ,BLUE/TAN ,M,ROSS CREEK,
TESS ,DOG ,LABRADOR X POODLE ,CHARCOAL & WHITE ,F,ROSS CREEK,
THORN ,DOG ,GERMAN SHEPHERD ,BLACK & TAN ,M,ROSS CREEK,
SUZIE ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,F,ROSS CREEK,
STRETCH ,DOG ,STAGHOUND ,GOLDEN ,F,ROSS CREEK,
PEPE ,CAT ,DOMESTIC LONG HAIR ,BLACK/WHITE ,F,ROSS CREEK,
BUSTER ,DOG ,KELPIE X ,TAN & BLACK BRINDLE ,M,ROSS CREEK,
TIPPY ,DOG ,KELPIE X ,BLACK/WHITE ,F,ROSS CREEK,
HENRY ,DOG ,WEST HIGHLAND TERRIER ,WHITE ,M,ROSS CREEK,
CEDRIC ,DOG ,WEST HIGHLAND TERRIER ,WHITE ,M,ROSS CREEK,
FINN ,DOG ,KELPIE ,BROWN ,M,ROSS CREEK,
LOLA ,DOG ,CHIHUAHUA X ,WHITE ,F,ROSS CREEK,
MOZART ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,F,ROSS CREEK,
ABBEY ,DOG ,GOLDEN RETRIEVER ,TAN ,F,ROSS CREEK,
FROSTY ,CAT ,DOMESTIC SHORT HAIR ,WHITE ,M,ROSS CREEK,
HARVEY ,DOG ,Labradoodle ,WHITE ,M,ROSS CREEK,
HEIDI ,DOG ,GERMAN KOOLIE ,WHITE/BLACK/GREY ,F,ROSS CREEK,
MILLY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,ROSS CREEK,
MUTU ,DOG ,BULL TERRIER ,BRINDLE ,M,ROSS CREEK,
ROSIE ,DOG ,COLLIE ,SABLE ,F,ROSS CREEK,
BISCUIT ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,ROSS CREEK,
RADAR ,DOG ,LABRADOR X ,BROWN ,M,ROSS CREEK,
POLLY ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,ROSS CREEK,
BOOF ,DOG ,BLUE HEELER ,GREY/BLACK ,M,ROSS CREEK,
PEPPER ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE/WHITE ,M,SMYTHESDALE,
ROSIE ,CAT ,DOMESTIC LONG HAIR ,TABBY ,F,SMYTHESDALE,
RUBY ,DOG ,JACK RUSSELL TERRIER ,APRICOT & WHITE ,F,SMYTHESDALE,
MONTGOMERY ,DOG ,TERRIER CROSS ,TRI ,M,SMYTHESDALE,
BELLA ,DOG ,LABRADOR X ,GOLD ,F,SMYTHESDALE,
MARLEY ,DOG ,STAGHOUND ,BRINDLE ,F,SMYTHESDALE,
JASPER ,DOG ,KELPIE ,BLACK/BROWN ,M,SMYTHESDALE,
MAY ,DOG ,ROTTWEILER ,BLACK/BROWN ,M,SMYTHESDALE,
DIESEL ,DOG ,LABRADOR X ,BLACK ,M,SMYTHESDALE,
ROCKET ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,SMYTHESDALE,
LUCY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,SMYTHESDALE,
BELLA ,CAT ,DOMESTIC LONG HAIR ,GREY & WHITE ,F,SMYTHESDALE,
CHOPPER ,DOG ,AMERICAN STAFFORDSHIRE TERRIER,DARK CHOCOLATE/WHITE ,M,SMYTHESDALE,
PHEONIX ,DOG ,ENGLISH STAFFY ,DARK BRINDLE/WHITE ,F,SMYTHESDALE,
JASPER ,DOG ,LABRADOR X ,BLACK ,M,SMYTHESDALE,
FION ,DOG ,HUNGARIAN VIZLA ,RUSSET GOLD ,M,SMYTHESDALE,
MARLEY ,DOG ,LABRADOR ,BLACK ,F,SMYTHESDALE,
CINDERS ,DOG ,BOXER X ,BRINDLE ,F,SMYTHESDALE,
BILBO ,DOG ,RHODESIAN RIDGEBACK ,TAN ,M,SMYTHESDALE,
SASSY ,CAT ,CAT ,BLACK & WHITE ,F,SMYTHESDALE,
SHEBA ,CAT ,DOMESTIC LONG HAIR ,WHITE ,F,SMYTHESDALE,
ROXY ,DOG ,MALT./SHIH TZU X ,WHITE & BROWN ,F,SMYTHESDALE,
SHIROIKO ,CAT ,DOMESTIC SHORT HAIR ,WHITE ,M,SMYTHESDALE,
SALLY ,DOG ,BORDER COLLIE ,TRI COLOUR ,F,SMYTHESDALE,
PIPPA ,DOG ,JACK RUSSELL TERRIER ,TAN AND WHITE ,F,SMYTHESDALE,
TOMMY ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,M,SMYTHESDALE,
SONNY ,DOG ,SHIH TZU ,TRI ,M,SMYTHESDALE,
MAX ,DOG ,KELPIE ,TRI ,M,SMYTHESDALE,
ZOE ,DOG ,JACK RUSSELL TERRIER ,TRI ,F,SMYTHESDALE,
BUZZ ,DOG ,JACK RUSSELL X ,WHITE/TAN ,F,SMYTHESDALE,
MOLLY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,SMYTHESDALE,
KAMMIE ,DOG ,MALT./SHIH TZU X ,WHITE ,M,SMYTHESDALE,
KOZZIE ,DOG ,MALTESE TERRIER X ,WHITE ,M,SMYTHESDALE,
PEPPER ,DOG ,PATTERDALE TERRIER ,BLACK ,F,SMYTHESDALE,
GIZMO ,DOG ,MALT./SHIH TZU X ,BLACK & WHITE ,M,SMYTHESDALE,
UNKNOWN ,DOG ,FOX TERRIER ,BLACK & WHITE ,M,SMYTHESDALE,
KOSTA ,DOG ,BOXER ,TAN AND WHITE ,M,SMYTHESDALE,
HONEY ,DOG ,RED HEELER ,RED ,F,SMYTHESDALE,
TURBO ,DOG ,MALT./SHIH TZU X ,WHITE ,M,SMYTHESDALE,
MASON ,DOG ,KELPIE ,BLACK/BROWN ,M,SMYTHESDALE,
KIMBA ,DOG ,GERMAN SHEPHERD ,BLACK/BROWN ,M,SMYTHESDALE,
PIP ,CAT ,SCOTTISH FOLD ,TABBY AND WHITE ,F,SMYTHESDALE,
GARRETT ,CAT ,MOGGIE ,TABBY AND WHITE ,M,SMYTHESDALE,
CAMILLA ,CAT ,MOGGIE ,TORTOISE SHELL ,F,SMYTHESDALE,
SAI ,DOG ,KELPIE ,BLACK AND WHITE ,M,SMYTHESDALE,
IZZY ,CAT ,BENGAL ,TABBY ,F,SMYTHESDALE,
SAMMY ,DOG ,BEAGLE ,TRI ,M,SMYTHESDALE,
MADDY ,DOG ,STAGHOUND ,BROWN & WHITE ,F,SMYTHESDALE,
LOLA ,DOG ,LABRADOR ,CHOCOLATE ,F,SMYTHESDALE,
CHARIE ,DOG ,LABRADOR X ,BLACK ,F,SMYTHESDALE,
JESSIE ,DOG ,BEAGLE ,TRI COLOUR ,F,SMYTHESDALE,
DOUGALL ,DOG ,MALT./SHIH TZU X ,WHITE ,M,SMYTHESDALE,
BOUNCER ,DOG ,BORDER COLLIE ,BLAACK & WHITE ,M,SMYTHESDALE,
MISHKA ,DOG ,JACK RUSSELL TERRIER ,TAN ,F,SMYTHESDALE,
MAGGIE ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,F,SMYTHESDALE,
NED ,DOG ,BORDER COLLIE ,BROWN & WHITE ,M,SMYTHESDALE,
JIMMY ,DOG ,TERRIER CROSS ,BLACK ,M,SMYTHESDALE,
JACK ,DOG ,LABRADOR ,GOLDEN ,M,SMYTHESDALE,
KYRA ,DOG ,KELPIE X ,RED & WHITE ,F,SMYTHESDALE,
MUMMA ,DOG ,ROTTWEILER ,BLACK AND TAN ,F,SMYTHESDALE,
ZAC ,DOG ,LABRADOR ,BLACK ,M,SMYTHESDALE,
LULU ,DOG ,ROTTWEILER ,BLACK & TAN ,F,SMYTHESDALE,
RED ,DOG ,LURCHER ,RED ,M,SMYTHESDALE,
STORM ,DOG ,SIBERIAN HUSKY ,BLACK WHITE GREY ,F,SMYTHESDALE,
COLLIE ,DOG ,TERRIER ,TRI ,M,SMYTHESDALE,
GRENDEL ,DOG ,ENGLISH POINTER ,WHITE/TAN ,F,SMYTHESDALE,
BILLY ,DOG ,MAREMMA ,WHITE ,M,SMYTHESDALE,
ANGEL ,DOG ,PYRENEES MOUNTAIN ,WHITE BROWN BLACK ,F,SMYTHESDALE,
CASPER ,CAT ,DOMESTIC SHORT HAIR ,CHAMPAGNE ,M,SMYTHESDALE,
LARA ,DOG ,CAVALIER KING CHARLES SPANIEL ,BLENHEIM ,F,SMYTHESDALE,
HATTIE ,CAT ,DOMESTIC SHORT HAIR ,TABBY/WHITE ,F,SMYTHESDALE,
WINSTON ,DOG ,SPOODLE ,TAN ,M,SMYTHESDALE,
OAKLEY ,DOG ,SPANIEL ,BLACK AND WHITE ,M,SMYTHESDALE,
RIGLEY ,DOG ,KELPIE ,BLACK ,M,SMYTHESDALE,
MAC ,DOG ,KELPIE ,BROWN ,M,SMYTHESDALE,
RUSTY ,DOG ,KELPIE ,BROWN AND TAN ,M,SMYTHESDALE,
ROGUE ,DOG ,SIBERIAN HUSKY ,BROWN AND WHITE ,M,SMYTHESDALE,
HEALY ,DOG ,SIBERIAN HUSKY ,GREY/WHITE ,F,SMYTHESDALE,
DARKA ,DOG ,SIBERIAN HUSKY ,BLACK/WHITE ,F,SMYTHESDALE,
ALPINE ,DOG ,SIBERIAN HUSKY ,AGOUTI (TRI) ,F,SMYTHESDALE,
WINTER ,DOG ,SIBERIAN HUSKY ,BROWN AND WHITE ,M,SMYTHESDALE,
ALLIE ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,F,SMYTHESDALE,
BAXTER ,DOG ,JACK RUSSELL TERRIER ,TAN &WHITE ,M,SMYTHESDALE,
OZZIE ,DOG ,JACK RUSSELL X ,TAN & WHITE ,M,SMYTHESDALE,
DIVA ,DOG ,JACK RUSSELL TERRIER ,TRI ,F,SMYTHESDALE,
HICKEY ,DOG ,LABRADOR X ,BLACK ,M,SMYTHESDALE,
RAJAH ,DOG ,LABRADOR ,GOLDEN ,M,SMYTHESDALE,
CONGO ,DOG ,LABRADOR ,GOLDEN ,M,SMYTHESDALE,
REMY ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,F,SMYTHESDALE,
MOLLY ,DOG ,POINTER ,WHITE ,F,SMYTHESDALE,
MYA ,DOG ,KELPIE X ,DARK BROWN/RED HIGHLIGHTS,F,SMYTHESDALE,
