name,animaltype,breed,colour,sex,suburb,AgeYears,blank
Joss,D         ,FOXTERRIE ,BlackBroWh,M,MAROOCHYDORE,17,
Delta,D         ,JACKRUSSLX,WhiteTan  ,F,GOLDEN BEACH,15,
Peaches,D         ,SPOODLE   ,Cream     ,F,MAROOCHYDORE,15,
Jedda,D         ,KELPIEAUSX,Black     ,F,MOUNTAIN CREEK,15,
Sam,D         ,POMERANIAX,Tan       ,M,PALMWOODS,15,
Buddy,D         ,RIDGEBACKX,Tan       ,M,MOOLOOLABA,15,
Princess,D         ,WEIMARANR ,Black     ,F,MAROOCHYDORE,15,
Zimba,Cat       ,PERSIAN   ,Unknown   ,M,SIPPY DOWNS,18,
Zoe,Cat       ,DOMLH     ,WhiteApric,F,BUDERIM,17,
Elly,Cat       ,BURMESE   ,Chocolate ,F,MAROOCHYDORE,16,
Joe,D         ,MALTESEX  ,White     ,M,PALMWOODS,15,
Grover,D         ,TERRIER   ,Brown     ,F,PALMWOODS,15,
Milo,Cat       ,DOMSH     ,Ginger    ,M,BLI BLI,16,
Layla,D         ,SHIHTZUX  ,BlackTan  ,F,MUDJIMBA,15,
Bella,D         ,KELPIEAUSX,Black     ,F,MALENY,14,
Milo,Cat       ,RUSSIANBL ,Grey      ,F,PACIFIC PARADISE,15,
Bronson,D         ,CATTLEDOGX,BlackBlue ,M,SIPPY DOWNS,22,
Jaffa,D         ,SHIHTZUX  ,TriColour ,F,MOOLOOLABA,20,
Lucy,D         ,GERMNSHEP ,BlackTan  ,F,YANDINA,20,
Annie,D         ,MALTESE   ,White     ,F,SIPPY DOWNS,18,
Elsa,D         ,RIDGEBACKX,Tan       ,F,NAMBOUR,18,
Tiger,Cat       ,TABBY     ,Unknown   ,F,DOONAN,18,
Lucy,D         ,BOXERX    ,Tan       ,F,YANDINA,18,
Jake,D         ,STAFFRDBT ,BlackBrind,M,PALMWOODS,18,
Merlot,D         ,MALTESEX  ,CreamBlack,F,SIPPY DOWNS,17,
Ruby,D         ,BEAGLE    ,TriColour ,F,PELICAN WATERS,17,
Bandi,D         ,MALTESEX  ,CaramelWht,F,PALMWOODS,17,
Kelsea,D         ,JACKRUSSLX,White     ,F,BLI BLI,17,
Tiny,D         ,FOXTERRMN ,TriColour ,F,MAROOCHYDORE,18,
Chilli,D         ,CATTLEDOGX,WhiteApric,F,BUDERIM,18,
Tess,D         ,KELPIEAUS ,Black     ,F,PALMWOODS,16,
Lucy,D         ,MALTESEX  ,TriColour ,F,MAROOCHYDORE,16,
Russell,D         ,JACKRUSSLX,TriColour ,M,NAMBOUR,17,
BJ,D         ,CATTLEDOG ,Blue      ,M,KENILWORTH,16,
Beau Beau,D         ,POODLETOY ,Black     ,M,BUDERIM,22,
Pepe,D         ,POODLEMINX,BlackTan  ,M,PACIFIC PARADISE,16,
Ruby,D         ,CATTLEDOGX,Red       ,F,COOLUM BEACH,19,
Buster,D         ,FOXTERRMN ,BlackWhite,M,PACIFIC PARADISE,16,
Daisy,D         ,SHIHTZUX  ,Cream     ,F,BUDERIM,16,
Belle,D         ,CATTLEDOGX,BlueBlack ,F,BUDERIM,15,
Macca,D         ,KELPIEAUSX,TanBrown  ,M,NORTH ARM,16,
Cinaed,D         ,STAFFRDBT ,Red       ,M,SIPPY DOWNS,16,
Tawny,D         ,FOXTERRMN ,BlackWhite,F,NAMBOUR,16,
Rosie,D         ,TERRIERWT ,White     ,F,BUDERIM,16,
Zug,D         ,SPOODLE   ,Apricot   ,M,BUDERIM,16,
Cozi,D         ,JACKRUSSLX,TanWhite  ,M,FOREST GLEN,15,
Georgia,D         ,TERRIERSI ,Silver    ,F,GLASS HOUSE MOUNTAINS,16,
Sophie,D         ,POODLEMIN ,Apricot   ,F,NAMBOUR,16,
Pippin,D         ,MALTESEX  ,White     ,M,TWIN WATERS,16,
Socks,D         ,SHIHTZUX  ,TriColour ,M,COOLUM BEACH,16,
Mandella,D         ,FOXTERRMN ,TriColour ,M,DIDDILLIBAH,16,
Buster,D         ,COLLBORDR ,BlackWhite,M,MOOLOOLABA,15,
Jed,D         ,SPOODLE   ,Black     ,M,KULUIN,16,
Annie,D         ,COLLBORDR ,Black     ,F,BELLI PARK,16,
Tilly,D         ,TERRIERBR ,Red       ,F,BUDERIM,16,
Mini,D         ,COLLBORDR ,TanWhite  ,F,BUDERIM,15,
Pippa,D         ,STAFFRDBTX,Tan       ,F,NAMBOUR,16,
Molly,D         ,POODLEMIN ,BlackWhite,F,PALMWOODS,16,
Zoe,D         ,DACHSHUNDM,BlackTan  ,F,PALMWOODS,15,
Pippa,D         ,KELPIEAUSX,Brown     ,F,MAROOCHYDORE,15,
Bella,D         ,POMERANIAX,Red       ,F,KULUIN,15,
Maisy,D         ,MALTESEX  ,BlackWhite,F,YAROOMBA,16,
Brutus,D         ,POODLETOY ,Apricot   ,M,SIPPY DOWNS,15,
Bella,D         ,DOBERMANX ,BlackTan  ,F,WEST WOOMBYE,15,
Marcel,D         ,POODLETOY ,Black     ,M,LANDSBOROUGH,15,
Gem,D         ,LABRADOODL,Cream     ,F,MOUNTAIN CREEK,15,
beau,D         ,SHIHTZU   ,BlackTanWh,M,NAMBOUR,15,
Rusty,D         ,KELPIEAUS ,TriColour ,M,MONTVILLE,16,
Alfie,Cat       ,DOMSH     ,Ginger    ,M,MOUNTAIN CREEK,14,
Bundy,D         ,RETRIEVERX,Gold      ,F,MOUNTAIN CREEK,15,
Dash,D         ,COLLBORDR ,BrownWhite,M,MOUNT COOLUM,15,
Radar,D         ,JACKRUSSL ,White     ,M,BLI BLI,15,
Astro,D         ,COLLBORDRX,TriColour ,M,DIDDILLIBAH,14,
Claire,D         ,STAFFRDBT ,WhiteBlack,F,NAMBOUR,16,
Holly,D         ,BICHONFRS ,White     ,F,WOOMBYE,15,
Rambo,D         ,POODLEMINX,Black     ,F,BUDERIM,15,
Chap,D         ,MALTESEX  ,BlackWhite,M,BELLI PARK,16,
Tara,D         ,GERMNSHEPX,BlackTan  ,F,FOREST GLEN,15,
Stumpy,D         ,TERRIERSF ,Blue      ,M,NINDERRY,16,
Bella,D         ,WHIPPET   ,Brindle   ,F,MAROOCHYDORE,14,
Pinky,Cat       ,DOMSH     ,BlackWhite,F,ROSEMOUNT,16,
Beau (Deneden Beau Blue),Cat       ,BURMESE   ,Blue      ,M,BUDERIM,20,
Dolly (Lushei Dolly),Cat       ,BURMESE   ,Lilac     ,F,BUDERIM,16,
Rusty,D         ,POMERANIAX,Tan       ,M,NAMBOUR,16,
Tiger,Cat       ,DOMLH     ,Ginger    ,M,MAROOCHYDORE,16,
Rosie,D         ,POODLETOY ,Red       ,F,PARREARRA,15,
Gizmo,Cat       ,TABBY     ,GreyWhite ,M,,14,
Tiger Lily,D         ,KELPIEAUSX,Black     ,F,YANDINA,16,
Elvis,D         ,TERRIER   ,BlackWhite,M,VALDORA,16,
Teddy,D         ,POODLEX   ,Black     ,M,SIPPY DOWNS,14,
Mina,Cat       ,DOMSH     ,BlackWhite,F,BUDERIM,15,
Ashley,Cat       ,DOMSH     ,Grey      ,F,ALEXANDRA HEADLAND,15,
Chewy,D         ,POODLEX   ,Apricot   ,M,POINT ARKWRIGHT,14,
Jackson,D         ,MALTESEX  ,Beige     ,M,KULUIN,14,
Kitty,Cat       ,TABBY     ,Grey      ,F,PACIFIC PARADISE,15,
Shadow,Cat       ,DOMSH     ,Black     ,M,BRIDGES,14,
Kiwi,Cat       ,TABBY     ,Black     ,F,DOONAN,14,
Jet,D         ,LABRADOR  ,Black     ,M,MOUNT COOLUM,15,
Ollie,D         ,POODLETOY ,Black     ,M,DOONAN,15,
Gizmo,D         ,POODLEX   ,Apricot   ,M,BUDERIM,15,
Max,Cat       ,DOMSH     ,Silver    ,M,SIPPY DOWNS,16,
Jasper,D         ,MALTESEX  ,BlackGrey ,M,BUDERIM,16,
Dusty Doggus,D         ,TERRIERSI ,BlackTan  ,M,BLI BLI,14,
Miss Cutie,Cat       ,DOMSH     ,BlackWhite,F,NIRIMBA,15,
Manly,Cat       ,BURMESE   ,Lilac     ,M,TWIN WATERS,15,
Neo,D         ,SCHNAUZMNX,Black     ,M,BUDERIM,15,
Pixie,D         ,CHIHUAHLHX,Black     ,F,MOOLOOLABA,14,
Sparks,Cat       ,DOMSH     ,Tortoise  ,F,KIELS MOUNTAIN,16,
Astra,D         ,POODLE    ,White     ,F,MAPLETON,14,
Oscar,Cat       ,DOMSH     ,Ginger    ,M,PACIFIC PARADISE,15,
Andy,D         ,POODLETOY ,Apricot   ,M,BUDERIM,15,
Jackson,D         ,COLLBORDR ,TriColour ,M,TWIN WATERS,15,
Molly,D         ,SPANIELCK ,Gold      ,F,MAROOCHYDORE,14,
Jordy,D         ,KELPIEAUSX,TanWhite  ,F,PALMWOODS,15,
Sooty,Cat       ,DOMSH     ,Black     ,F,BUDERIM,18,
Bella,D         ,STAFFRDBTX,Black     ,F,BUDERIM,17,
Sunny,D         ,POODLEMINX,Cream     ,M,BUDERIM,15,
Bella,Cat       ,DOMSH     ,Silver    ,F,MAPLETON,16,
Oscar,D         ,SPANIELKCX,WhiteTan  ,M,GLASS HOUSE MOUNTAINS,14,
Charlie,D         ,STAFFRDBT ,BlackWhite,F,GHEERULLA,15,
Bob,Cat       ,DOMSH     ,Tortoise  ,M,MOUNT COOLUM,17,
Mr Slater,Cat       ,HIMALAYAN ,Black     ,M,MOOLOOLABA,15,
Lithium,Cat       ,DOMSH     ,Ginger    ,M,COES CREEK,20,
Blue,D         ,CATTLEDOG ,Blue      ,M,MOUNTAIN CREEK,14,
Millie,Cat       ,DOMSH     ,BlackWhite,F,BUDERIM,14,
Felix,Cat       ,BIRMAN    ,Unknown   ,M,DOONAN,16,
Toots,D         ,POMERANIA ,Cream     ,F,KULUIN,14,
Samantha,Cat       ,DOMSH     ,Black     ,F,FLAXTON,15,
Charlie Bear,D         ,LABRADOR  ,Chocolate ,M,NINDERRY,14,
Harry,Cat       ,MAINE COON,Brown     ,M,MALENY,18,
Gringo,Cat       ,DOMSH     ,Ginger    ,M,MOUNTAIN CREEK,16,
Killarney,D         ,KELPIEAUSX,BlackWhite,F,BLI BLI,14,
Theo,Cat       ,HIMALAYAN ,Beige     ,M,NAMBOUR,19,
Gizmo,Cat       ,TABBY     ,Grey      ,M,ROSEMOUNT,15,
Jake,D         ,FOXTERRIEX,BlackWhite,M,ALEXANDRA HEADLAND,18,
Minkie,Cat       ,DOMSH     ,BlackWhite,F,ALEXANDRA HEADLAND,19,
Chai,D         ,MALTESEX  ,Tan       ,F,BUDERIM,16,
Indi,D         ,LABRADOR  ,Brown     ,F,PEREGIAN SPRINGS,14,
Ebony,D         ,MIXED     ,TriColour ,F,NAMBOUR,16,
Gibson,Cat       ,DOMSH     ,Ginger    ,M,WOOMBYE,15,
Smudge,Cat       ,DOMLH     ,TriColour ,M,TWIN WATERS,19,
Snowie,Cat       ,DOMSH     ,Multicol  ,F,DULONG,14,
Kitty,Cat       ,DOMSH     ,BlackWhite,F,BUDERIM,16,
moe,Cat       ,BURMESE   ,Blue      ,M,BUDERIM,15,
Bundy,D         ,KELPIEAUS ,GreyWhite ,M,KULUIN,15,
Boris,D         ,LABRADOR  ,Chocolate ,M,PEREGIAN BEACH,14,
Koby,Cat       ,DOMSH     ,Tabby     ,M,WOOMBYE,14,
Charlie,Cat       ,DOMSH     ,Tabby     ,M,WOOMBYE,14,
Taco,D         ,CHIHUAHUA ,Black     ,M,MARCOOLA,15,
Brandy,D         ,LABRADOR  ,Gold      ,F,PACIFIC PARADISE,14,
Lily,Cat       ,DOMSH     ,Tortoise  ,F,NAMBOUR,17,
Ebony,Cat       ,DOMSH     ,Black     ,F,MOOLOOLABA,14,
Bess,D         ,LABRADOR  ,Fawn      ,F,BUDERIM,15,
Cub,D         ,RETRIEVERX,Beige     ,F,BUDDINA,15,
jasmine,D         ,SCHNAUZER ,Grey      ,F,PEREGIAN SPRINGS,18,
Buddy,D         ,COLLBORDR ,TriColour ,M,BUDERIM,14,
Gucci,D         ,POODLE    ,Brown     ,F,SIPPY DOWNS,15,
Bella,D         ,LABRADOODL,Chocolate ,F,BUDERIM,14,
Milo,D         ,POODLETOY ,Caramel   ,M,BLI BLI,15,
Boris,D         ,SHARPEIX  ,Gold      ,M,MAROOCHYDORE,14,
Jessie,D         ,MALTESE   ,White     ,M,BUDERIM,16,
Zac,D         ,POODLEX   ,Black     ,M,MAROOCHYDORE,14,
Mollie,D         ,POODLEX   ,Caramel   ,F,FOREST GLEN,14,
London,D         ,CHIHUAHUAX,White     ,F,COES CREEK,18,
Ned,D         ,KELPIEAUS ,Brown     ,M,BUDERIM,16,
Bella,D         ,SHEEPDGSH ,SableWhite,F,BUDERIM,14,
Miley,D         ,STAFFRDBT ,Black     ,F,PACIFIC PARADISE,14,
Bonnie,D         ,SPANIELCV ,TriColour ,F,BUDERIM,13,
Louie,D         ,SHIHTZUX  ,WhiteTan  ,M,SIPPY DOWNS,14,
Bella,D         ,JACKRUSSLX,Gold      ,F,NAMBOUR,14,
Uma,D         ,LABRADOR  ,Black     ,F,NINDERRY,15,
Blaze,D         ,FOXTERRMNX,Black     ,M,NAMBOUR,14,
Clyde,Cat       ,EXOTIC    ,Blue      ,M,BLI BLI,16,
Rusty,Cat       ,DOMSH     ,Ginger    ,M,ALEXANDRA HEADLAND,14,
Coco,Cat       ,RAGDOLL   ,Cream     ,M,MOUNTAIN CREEK,15,
Gomez,D         ,MALTESEX  ,White     ,M,SIPPY DOWNS,14,
Honey,D         ,LABRADOODL,Cream     ,F,BUDERIM,14,
Rocco,D         ,POMERANIA ,WhiteCream,M,MAPLETON,15,
Milo,Cat       ,RAGDOLL   ,Black     ,M,YANDINA,14,
Bobbsy,Cat       ,DOMSH     ,Grey      ,F,WOOMBYE,13,
C J,D         ,KELPIEAUSX,Fawn      ,F,MONTVILLE,14,
Millie,D         ,TERRIER   ,Gold      ,F,MONS,13,
Jazz,D         ,MALTESEX  ,BlackWhite,F,WEYBA DOWNS,14,
Snoop Dogg,Cat       ,DOMSH     ,Black     ,M,PALMVIEW,13,
Hope,Cat       ,DOMSH     ,White     ,F,PEREGIAN SPRINGS,13,
Lilly,D         ,SHIHTZU   ,Cream     ,F,KULUIN,13,
Suki,Cat       ,DOMSH     ,Tabby     ,F,BUDERIM,14,
Honey,D         ,POODLETOYX,Gold      ,F,BUDERIM,13,
Petal,Cat       ,MANX      ,Blue      ,F,MOUNT COOLUM,15,
Maxie,D         ,COLLBORDRX,Brown     ,F,KIELS MOUNTAIN,13,
Bailey,D         ,CATTLEDOG ,White     ,F,SIPPY DOWNS,14,
Bevan,Cat       ,DOMSH     ,BlackWhite,M,MOUNTAIN CREEK,13,
Ebony,Cat       ,DOMSH     ,Black     ,F,YAROOMBA,14,
Darcy,Cat       ,DOMSH     ,GreyWhite ,M,SIPPY DOWNS,13,
DJ,D         ,SPANIELCVX,TriColour ,M,KULUIN,14,
Tual Bruce,Cat       ,DOMSH     ,BlackWhite,F,MOUNT COOLUM,16,
Izzie,D         ,SHIHTZUX  ,BlackWhite,F,BEERWAH,14,
Benny,D         ,TERRIERSS ,Silver    ,M,BUDERIM,15,
Shar,Cat       ,BURMESE   ,Unknown   ,M,MOUNTAIN CREEK,17,
Lacey,D         ,COLLBORDR ,BlackWhite,F,BLI BLI,14,
Charlie,D         ,POODLETOYX,SaltPepper,M,NINDERRY,14,
Saffron,D         ,STAFFRDBTX,TanWhite  ,F,PEREGIAN SPRINGS,13,
Sarge,D         ,RETRIEVGD ,Gold      ,M,SHELLY BEACH,13,
Tammy,Cat       ,DOMLH     ,Tortoise  ,F,PALMVIEW,14,
Murray,D         ,BULLARABX ,Black     ,M,BLI BLI,13,
Rani,Cat       ,TABBY     ,Ginger    ,F,MOUNTAIN CREEK,16,
Buddy,D         ,CAVOODLE  ,Gold      ,M,BLI BLI,14,
Kia,D         ,COLLBORDR ,BlackWhite,F,COOLUM BEACH,13,
NYSSA,D         ,FOXTERRIEX,TanWhite  ,F,PELICAN WATERS,14,
Max,D         ,POODLEMIN ,Apricot   ,M,EUMUNDI,16,
Ziggy,D         ,STAFFRDBT ,Tan       ,F,DOONAN,16,
Mia,D         ,SHIHTZU   ,TriColour ,F,PEREGIAN SPRINGS,14,
Missy,D         ,SPOODLE   ,White     ,F,PEREGIAN SPRINGS,14,
Bindi,D         ,MALTESE   ,White     ,F,AROONA,20,
Peewee,D         ,PAPILLON  ,Black     ,M,GOLDEN BEACH,20,
Bella,D         ,STAFFRDBT ,Fawn      ,F,LITTLE MOUNTAIN,18,
Max,D         ,LABRADOR  ,Cream     ,M,MOOLOOLAH VALLEY,18,
Remus,D         ,WOLFHOUND ,BlackBrown,M,WEST WOOMBYE,14,
Mack,D         ,STAFFRDBT ,Red       ,M,NAMBOUR,15,
Chiquita,D         ,CHIHUAHLH ,Cream     ,F,BLI BLI,15,
Bella,Cat       ,DOMSH     ,Tortoise  ,F,PACIFIC PARADISE,13,
Robert,D         ,SHIHTZU   ,BrownWhite,M,WOOMBYE,14,
Amber,D         ,POODLEMIN ,Apricot   ,F,BUDERIM,14,
Mandy,D         ,MALTESE   ,White     ,F,BLI BLI,15,
Jessie,Cat       ,DOMSH     ,GreyWhite ,F,BUDERIM,17,
Bella,D         ,JACKRUSSLX,BlackWhite,F,PEREGIAN SPRINGS,14,
Pepper,Cat       ,DOMLH     ,Tortoise  ,F,NAMBOUR,14,
Harley,D         ,LABRADOR  ,Chocolate ,M,BUDERIM,15,
Molly,D         ,TERRIERSIX,SilverGrey,F,MERIDAN PLAINS,14,
Max,D         ,KELPIEAUS ,Gold      ,M,MAROOCHY RIVER,14,
Indie,D         ,LABRADOR  ,Chocolate ,F,FOREST GLEN,13,
Bella,D         ,POODLETOYX,Ruby      ,F,BIRTINYA,14,
Mister Boots,D         ,JACKRUSSLX,WhiteTan  ,M,BUDERIM,14,
Bella,Cat       ,RAGDOLL   ,Cream     ,F,BUDERIM,19,
Angel,D         ,KELPIEAUSX,Fawn      ,F,MONTVILLE,14,
Molly,D         ,TERRIERX  ,WhiteGrey ,F,SIPPY DOWNS,15,
Isobel,Cat       ,DOMSH     ,Grey      ,F,GLASS HOUSE MOUNTAINS,13,
Lilly,D         ,SPANIELCK ,White     ,F,BURNSIDE,16,
Baylee,Cat       ,DOMSH     ,Cream     ,F,BURNSIDE,13,
Zoe,Cat       ,DOMSH     ,Tabby     ,F,PARREARRA,13,
Cleo,Cat       ,DOMSH     ,Tabby     ,F,BUDERIM,14,
William,Cat       ,TABBY     ,Ginger    ,M,NAMBOUR,14,
Buddy,D         ,CHIHUAHUAX,Tan       ,M,MOOLOOLAH VALLEY,13,
Gypsy-Blu,Cat       ,TABBY     ,Grey      ,F,MAROOCHYDORE,15,
Roxy,D         ,LABRADORX ,Yellow    ,F,BUDDINA,14,
amelia,Cat       ,DOMSH     ,BlackWhite,F,LITTLE MOUNTAIN,14,
Macbeth,Cat       ,DOMSH     ,GreyWhite ,F,WURTULLA,13,
Sunny,D         ,TERRIERTN ,TriColour ,M,PACIFIC PARADISE,13,
Tiki,D         ,JACKRUSSL ,White     ,F,BUDERIM,17,
Buddy,D         ,SPANIELCK ,Gold      ,M,PEREGIAN SPRINGS,15,
Charlie,D         ,LABRADOR  ,Brown     ,F,MARCOOLA,15,
Tibby,Cat       ,DOMSH     ,SmokeyGrey,F,PEREGIAN SPRINGS,14,
Luca,D         ,LAGOTTO   ,Brown     ,M,PEREGIAN SPRINGS,14,
James,Cat       ,DOMSH     ,Brown     ,M,MAROOCHYDORE,14,
Boss,D         ,STAFFRDBT ,Black     ,M,MAROOCHYDORE,14,
Janis,D         ,JACKRUSSL ,White     ,F,CALOUNDRA WEST,15,
Sasha,D         ,FOXTERRMNX,BrownWhite,F,PEREGIAN SPRINGS,18,
Hilts,D         ,KELPIEAUS ,Black     ,M,PEREGIAN SPRINGS,14,
Dougal,D         ,LABRADOODL,Cream     ,M,EUMUNDI,15,
Muffin,D         ,KELPIEAUS ,Black     ,F,WITTA,21,
Buddie,D         ,TERRIERSI ,Silver    ,M,MOOLOOLAH VALLEY,20,
Irena,D         ,HUSKY     ,Apricot   ,F,BEERWAH,18,
Virgil,D         ,STAFFRDBT ,Black     ,M,DICKY BEACH,18,
Holly,D         ,POODLE    ,Champagne ,F,PELICAN WATERS,18,
Abby,D         ,MALTESE   ,Tricolour ,F,MERIDAN PLAINS,19,
Milo,D         ,MALTESE   ,Beige     ,M,GOLDEN BEACH,17,
Penny,D         ,JACKRUSSL ,Brown     ,F,WARANA,18,
Henry,D         ,LABRADOR  ,Gold      ,M,MALENY,22,
Pete,D         ,SHIHTZU   ,White     ,M,BATTERY HILL,17,
Ruby,D         ,FOXTERRIE ,Black     ,F,LITTLE MOUNTAIN,18,
Teddy,D         ,SHIHTZU   ,Black     ,M,FOREST GLEN,16,
Dj,D         ,FOXTERRMN ,Black     ,M,LANDSBOROUGH,17,
Buddy,D         ,MALTESE   ,White     ,M,GLASS HOUSE MOUNTAINS,17,
Daisey,D         ,CHIHUAHUA ,Brown     ,F,GOLDEN BEACH,16,
Oscar,D         ,TERRIERSI ,Black     ,M,BLI BLI,16,
Charlie,D         ,CAVOODLE  ,White     ,M,GOLDEN BEACH,16,
Pearl,D         ,MALTESE   ,White     ,F,GLENVIEW,17,
Studdly,D         ,JACKRUSSL ,White     ,F,GLASS HOUSE MOUNTAINS,16,
Bear,D         ,LOWCHEN   ,Black     ,F,CURRIMUNDI,22,
Jackson,D         ,POODLE    ,Black     ,M,BUDDINA,16,
Snoopy,D         ,SPANIELKC ,Tricolour ,M,MOFFAT BEACH,16,
Rex,D         ,TERRIERWT ,White     ,M,,17,
Rusty,D         ,CATTLEDOG ,Red       ,M,BOOROOBIN,16,
Bear,D         ,SHIHTZU   ,Black     ,M,BUDDINA,16,
Zeppie,D         ,MALTESE   ,White     ,M,WURTULLA,16,
Sakari,D         ,HUSKY     ,Black     ,F,PELICAN WATERS,16,
Molly,D         ,CAVOODLE  ,White     ,F,MINYAMA,16,
Louie,D         ,CAVOODLE  ,Blenheim  ,M,PEREGIAN SPRINGS,15,
Lucy,D         ,SPANIELCK ,Roan      ,F,PARREARRA,15,
Buffy,D         ,CAVOODLE  ,Apricot   ,F,WURTULLA,16,
Lulu,D         ,RETRIEVGD ,White     ,F,MAROOCHYDORE,15,
Fudge,D         ,FOXTERRIE ,White     ,F,LANDSBOROUGH,17,
Daisy,D         ,CHIHUAHUA ,White     ,F,LANDSBOROUGH,16,
Koko,D         ,STAFFRDBT ,Black     ,F,WURTULLA,17,
Poochie,D         ,POODLE    ,Black     ,F,WURTULLA,19,
Russell,D         ,MOODLE    ,White     ,M,PARREARRA,17,
Fegus,D         ,MALTESE   ,White     ,M,LITTLE MOUNTAIN,16,
Jess,D         ,SHIHTZU   ,Black     ,F,WURTULLA,16,
Roxy,D         ,LABRADOR  ,Black     ,F,WURTULLA,16,
Pepper,D         ,LABRADOR  ,Black     ,F,PELICAN WATERS,16,
Lucy,D         ,FOXTERRIE ,White     ,F,BOKARINA,16,
Pippi,D         ,COLLBORDR ,Black     ,F,WARANA,16,
Isabelle,D         ,MALTESE   ,White     ,F,LITTLE MOUNTAIN,16,
Princess,D         ,SHARPEIX  ,Tan       ,F,WURTULLA,17,
Ruby,D         ,SETTERRED ,Red       ,M,AROONA,22,
Missy,D         ,JACKRUSSL ,Tricolour ,F,MOOLOOLAH VALLEY,16,
Snickers,D         ,TERRIER   ,Tan       ,M,AROONA,16,
Dexter,D         ,CHIHUAHUA ,Black     ,M,CURRIMUNDI,15,
Bella,D         ,LABRADOR  ,Black     ,F,BEERBURRUM,16,
Mahley,D         ,CATTLEDOG ,Blue      ,F,KINGS BEACH,16,
Edward,D         ,CHIHUAHUA ,Tricolour ,M,PELICAN WATERS,15,
Taiya,D         ,CATTLEDOG ,Black     ,F,GLASS HOUSE MOUNTAINS,17,
Benny,D         ,LHASAAPSO ,Grey      ,M,LANDSBOROUGH,17,
Pipoca,D         ,SHIHTZU   ,Unknown   ,F,MAROOCHYDORE,16,
Jazz,D         ,LABRADOR  ,Gold      ,F,GOLDEN BEACH,16,
Willow,D         ,HEELER    ,Blue      ,F,PEACHESTER,15,
Holly,D         ,STAFFRDBT ,Red       ,F,MALENY,15,
Ollie,D         ,DACHSHUND ,Black     ,M,LITTLE MOUNTAIN,15,
Rodger,D         ,SHARPEI   ,Brown     ,M,CALOUNDRA,16,
Ollie,D         ,MALTESE   ,Cream     ,M,NIRIMBA,15,
Kirra,D         ,CATTLEDOG ,Blue      ,F,GLASS HOUSE MOUNTAINS,16,
Duke,D         ,STAFFRDBT ,Brindle   ,M,WARANA,16,
Leo,D         ,COLLBORDR ,Caramel   ,M,LITTLE MOUNTAIN,15,
Tia,D         ,GREATDANE ,Black     ,F,CONONDALE,15,
Ava,D         ,GERMNSHEP ,Black     ,F,GOLDEN BEACH,15,
Tonka,D         ,STAFFRDAM ,Tan       ,M,LANDERS SHOOT,16,
Penny,D         ,TERRIERWT ,White     ,F,MOFFAT BEACH,16,
Pepper,D         ,MALTESE   ,White     ,M,PARREARRA,14,
Maggie,D         ,SHIHTZU   ,Gold      ,F,LITTLE MOUNTAIN,14,
Milo,D         ,STAFFRDBT ,Red       ,M,BEERWAH,14,
Milo,Cat       ,TABBY     ,Grey      ,M,LANDSBOROUGH,22,
Rosie,D         ,CHIHUAHUA ,Black     ,F,LANDSBOROUGH,15,
Sooty,Cat       ,HIMALAYAN ,Black     ,F,LANDSBOROUGH,15,
Peppa,Cat       ,TABBY     ,Black     ,F,LITTLE MOUNTAIN,15,
Millie,D         ,SHIHTZU   ,Black     ,F,PELICAN WATERS,15,
Kiah,D         ,TERRIER   ,Tan       ,F,GLASS HOUSE MOUNTAINS,14,
Splash,Cat       ,BURMESE   ,Grey      ,M,CURRIMUNDI,14,
Bear,D         ,STAFFRDBT ,Brindle   ,F,WITTA,14,
Bribie,D         ,CATTLEDOG ,Red       ,F,GLASS HOUSE MOUNTAINS,15,
Schmoo,Cat       ,TABBY     ,Black     ,M,PARREARRA,15,
Bella,Cat       ,TABBY     ,Black     ,F,REESVILLE,17,
Maddie,Cat       ,TABBY     ,Ginger    ,F,MOFFAT BEACH,16,
Millie,Cat       ,TABBY     ,Grey      ,F,LITTLE MOUNTAIN,16,
Lilly,D         ,SHIHTZU   ,Tricolour ,F,BEERWAH,14,
Spider,D         ,TERRIERTN ,Tricolour ,M,BEERWAH,14,
Boska,D         ,FOXTERRMN ,Tricolour ,M,PELICAN WATERS,14,
Naro,Cat       ,TABBY     ,Tortoise  ,F,MOOLOOLAH VALLEY,15,
Snoopy,D         ,FOXTERRMN ,Black     ,M,PELICAN WATERS,14,
Joey,Cat       ,BURMESE   ,Black     ,M,CALOUNDRA,15,
Holly,D         ,JACKRUSSL ,White     ,F,CURRIMUNDI,15,
Baggins,D         ,BEAGLE    ,TriColour ,M,PELICAN WATERS,15,
Slinky,Cat       ,TABBY     ,Grey      ,F,CALOUNDRA WEST,15,
Coco,D         ,CATTLEDOG ,Black     ,F,PALMWOODS,16,
Molly,D         ,CATTLEDOG ,Blue      ,F,BEERWAH,15,
Casper,D         ,MALTESE   ,White     ,M,COES CREEK,14,
Hannah,D         ,LABRADOR  ,Black     ,F,PEACHESTER,15,
Roxy,D         ,FOXTERRMN ,Black     ,F,GLASS HOUSE MOUNTAINS,14,
Roy,D         ,JACKRUSSL ,Tan       ,M,MOUNTAIN CREEK,16,
Alvin,Cat       ,TABBY     ,Ginger    ,M,BATTERY HILL,17,
Purnululu,Cat       ,TABBY     ,Tortoise  ,F,GLASS HOUSE MOUNTAINS,16,
Libby,D         ,TERRIERSI ,Blue      ,F,,19,
